# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 48, 0
2, 77, 0
3, 91, 0
4, 99, 0
5, 117, 0
6, 125, 0
7, 141, 0
8, 156, 0
9, 162, 0
10, 164, 0
11, 162, 0
12, 175, 0
13, 177, 0
14, 194, 0
15, 206, 0
16, 200, 0
17, 201, 0
18, 193, 0
19, 200, 0
20, 204, 0
21, 204, 0
22, 206, 0
23, 209, 0
24, 195, 0
25, 194, 0
26, 188, 0
27, 192, 0
28, 192, 0
29, 208, 0
30, 210, 0
31, 211, 0
32, 207, 0
33, 205, 0
34, 188, 0
35, 187, 0
36, 187, 0
37, 181, 0
38, 181, 0
39, 185, 0
40, 181, 0
41, 194, 0
42, 202, 0
43, 211, 0
44, 199, 0
45, 200, 0
46, 203, 0
47, 198, 0
48, 204, 0
49, 203, 0
50, 208, 0
51, 210, 0
52, 218, 0
53, 216, 0
54, 201, 0
55, 198, 0
56, 192, 0
57, 191, 0
58, 186, 0
59, 198, 0
60, 200, 0
61, 200, 0
62, 204, 0
63, 200, 0
64, 198, 0
65, 199, 0
66, 196, 0
67, 193, 0
68, 202, 0
69, 211, 0
70, 205, 0
71, 215, 0
72, 211, 0
73, 220, 0
74, 209, 0
75, 206, 0
76, 199, 0
77, 208, 0
78, 191, 0
79, 201, 0
80, 202, 0
81, 207, 0
82, 208, 0
83, 198, 0
84, 204, 0
85, 204, 0
86, 205, 0
87, 206, 0
88, 204, 0
89, 210, 0
90, 205, 0
91, 202, 0
92, 203, 0
93, 200, 0
94, 212, 0
95, 216, 0
96, 216, 0
97, 203, 0
98, 199, 0
99, 202, 0
100, 209, 0
101, 212, 0
102, 206, 0
103, 209, 0
104, 207, 0
105, 205, 0
106, 198, 0
107, 190, 0
108, 190, 0
109, 204, 0
110, 199, 0
111, 205, 0
112, 209, 0
113, 210, 0
114, 205, 0
115, 198, 0
116, 200, 0
117, 194, 0
118, 202, 0
119, 196, 0
120, 192, 0
121, 185, 0
122, 198, 0
123, 185, 0
124, 189, 0
125, 183, 0
126, 187, 0
127, 197, 0
128, 196, 0
129, 206, 0
130, 202, 0
131, 194, 0
132, 196, 0
133, 191, 0
134, 187, 0
135, 200, 0
136, 192, 0
137, 187, 0
138, 191, 0
139, 181, 0
140, 192, 0
141, 191, 0
142, 199, 0
143, 202, 0
144, 193, 0
145, 191, 0
146, 186, 0
147, 186, 0
148, 193, 0
149, 188, 0
150, 197, 0
151, 195, 0
152, 206, 0
153, 202, 0
154, 201, 0
155, 206, 0
156, 203, 0
157, 207, 0
158, 201, 0
159, 202, 0
160, 200, 0
161, 197, 0
162, 199, 0
163, 197, 0
164, 195, 0
165, 199, 0
166, 203, 0
167, 203, 0
168, 209, 0
169, 206, 0
170, 198, 0
171, 205, 0
172, 199, 0
173, 195, 0
174, 188, 0
175, 193, 0
176, 203, 0
177, 206, 0
178, 197, 0
179, 203, 0
180, 206, 0
181, 201, 0
182, 197, 0
183, 196, 0
184, 204, 0
185, 195, 0
186, 197, 0
187, 197, 0
188, 191, 0
189, 187, 0
190, 191, 0
191, 196, 0
192, 198, 0
193, 205, 0
194, 200, 0
195, 191, 0
196, 183, 0
197, 182, 0
198, 191, 0
199, 198, 0
200, 203, 0
201, 205, 0
202, 200, 0
203, 198, 0
204, 200, 0
205, 199, 0
206, 199, 0
