# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 48, 0
2, 85, 0
3, 101, 0
4, 107, 0
5, 116, 0
6, 130, 0
7, 137, 0
8, 148, 0
9, 155, 0
10, 157, 0
11, 166, 0
12, 166, 0
13, 174, 0
14, 190, 0
15, 193, 0
16, 202, 0
17, 200, 0
18, 199, 0
19, 196, 0
20, 192, 0
21, 190, 0
22, 193, 0
23, 199, 0
24, 200, 0
25, 197, 0
26, 198, 0
27, 204, 0
28, 202, 0
29, 202, 0
30, 206, 0
31, 202, 0
32, 195, 0
33, 197, 0
34, 203, 0
35, 197, 0
36, 204, 0
37, 206, 0
38, 206, 0
39, 209, 0
40, 205, 0
41, 201, 0
42, 190, 0
43, 194, 0
44, 198, 0
45, 205, 0
46, 202, 0
47, 204, 0
48, 214, 0
49, 210, 0
50, 203, 0
51, 208, 0
52, 210, 0
53, 209, 0
54, 210, 0
55, 219, 0
56, 219, 0
57, 211, 0
58, 210, 0
59, 209, 0
60, 207, 0
61, 213, 0
62, 211, 0
63, 205, 0
64, 203, 0
65, 196, 0
66, 197, 0
67, 200, 0
68, 211, 0
69, 209, 0
70, 211, 0
71, 206, 0
72, 204, 0
73, 197, 0
74, 200, 0
75, 198, 0
76, 196, 0
77, 209, 0
78, 205, 0
79, 208, 0
80, 197, 0
81, 203, 0
82, 198, 0
83, 199, 0
84, 199, 0
85, 205, 0
86, 214, 0
87, 211, 0
88, 212, 0
89, 213, 0
90, 222, 0
91, 222, 0
92, 208, 0
93, 202, 0
94, 202, 0
95, 199, 0
96, 209, 0
97, 204, 0
98, 200, 0
99, 197, 0
100, 195, 0
101, 195, 0
102, 194, 0
103, 195, 0
104, 198, 0
105, 198, 0
106, 194, 0
107, 190, 0
108, 187, 0
109, 182, 0
110, 198, 0
111, 201, 0
112, 197, 0
113, 193, 0
114, 185, 0
115, 190, 0
116, 185, 0
117, 195, 0
118, 198, 0
119, 189, 0
120, 197, 0
121, 198, 0
122, 198, 0
123, 196, 0
124, 195, 0
125, 200, 0
126, 204, 0
127, 201, 0
128, 199, 0
129, 210, 0
130, 207, 0
131, 208, 0
132, 193, 0
133, 204, 0
134, 198, 0
135, 206, 0
136, 195, 0
137, 199, 0
138, 195, 0
139, 201, 0
140, 206, 0
141, 212, 0
142, 209, 0
143, 203, 0
144, 202, 0
145, 202, 0
146, 203, 0
147, 197, 0
148, 196, 0
149, 204, 0
150, 203, 0
151, 207, 0
152, 209, 0
153, 206, 0
154, 211, 0
155, 217, 0
156, 212, 0
157, 210, 0
158, 211, 0
159, 209, 0
160, 211, 0
161, 196, 0
162, 195, 0
163, 198, 0
164, 206, 0
165, 210, 0
166, 198, 0
167, 199, 0
168, 205, 0
169, 199, 0
170, 205, 0
171, 210, 0
172, 200, 0
173, 200, 0
174, 195, 0
175, 203, 0
176, 196, 0
177, 193, 0
178, 195, 0
179, 199, 0
180, 208, 0
181, 214, 0
182, 205, 0
183, 199, 0
184, 200, 0
185, 202, 0
186, 201, 0
187, 203, 0
188, 197, 0
189, 192, 0
190, 195, 0
191, 189, 0
192, 189, 0
193, 195, 0
194, 200, 0
195, 212, 0
196, 208, 0
197, 215, 0
198, 216, 0
199, 209, 0
200, 200, 0
201, 196, 0
202, 189, 0
203, 186, 0
204, 191, 0
205, 182, 0
206, 183, 0
