# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 49, 0
2, 81, 0
3, 104, 0
4, 109, 0
5, 119, 0
6, 142, 0
7, 159, 0
8, 168, 0
9, 169, 0
10, 168, 0
11, 172, 0
12, 184, 0
13, 184, 0
14, 198, 0
15, 208, 0
16, 214, 0
17, 212, 0
18, 212, 0
19, 203, 0
20, 194, 0
21, 194, 0
22, 200, 0
23, 201, 0
24, 193, 0
25, 186, 0
26, 194, 0
27, 200, 0
28, 204, 0
29, 198, 0
30, 192, 0
31, 195, 0
32, 203, 0
33, 211, 0
34, 219, 0
35, 214, 0
36, 206, 0
37, 210, 0
38, 205, 0
39, 204, 0
40, 206, 0
41, 195, 0
42, 197, 0
43, 195, 0
44, 197, 0
45, 193, 0
46, 195, 0
47, 209, 0
48, 214, 0
49, 209, 0
50, 213, 0
51, 203, 0
52, 201, 0
53, 196, 0
54, 186, 0
55, 189, 0
56, 197, 0
57, 210, 0
58, 202, 0
59, 206, 0
60, 213, 0
61, 203, 0
62, 198, 0
63, 205, 0
64, 209, 0
65, 200, 0
66, 199, 0
67, 208, 0
68, 211, 0
69, 212, 0
70, 207, 0
71, 198, 0
72, 197, 0
73, 197, 0
74, 194, 0
75, 202, 0
76, 208, 0
77, 208, 0
78, 198, 0
79, 200, 0
80, 198, 0
81, 206, 0
82, 217, 0
83, 207, 0
84, 201, 0
85, 204, 0
86, 211, 0
87, 192, 0
88, 190, 0
89, 185, 0
90, 181, 0
91, 189, 0
92, 197, 0
93, 194, 0
94, 196, 0
95, 205, 0
96, 202, 0
97, 201, 0
98, 190, 0
99, 198, 0
100, 192, 0
101, 183, 0
102, 194, 0
103, 198, 0
104, 199, 0
105, 197, 0
106, 184, 0
107, 187, 0
108, 189, 0
109, 195, 0
110, 199, 0
111, 196, 0
112, 203, 0
113, 201, 0
114, 204, 0
115, 197, 0
116, 203, 0
117, 198, 0
118, 200, 0
119, 189, 0
120, 195, 0
121, 196, 0
122, 196, 0
123, 194, 0
124, 197, 0
125, 198, 0
126, 207, 0
127, 211, 0
128, 201, 0
129, 201, 0
130, 203, 0
131, 203, 0
132, 203, 0
133, 202, 0
134, 202, 0
135, 200, 0
136, 207, 0
137, 200, 0
138, 200, 0
139, 196, 0
140, 196, 0
141, 191, 0
142, 193, 0
143, 190, 0
144, 187, 0
145, 175, 0
146, 180, 0
147, 193, 0
148, 196, 0
149, 200, 0
150, 193, 0
151, 196, 0
152, 203, 0
153, 201, 0
154, 199, 0
155, 193, 0
156, 193, 0
157, 190, 0
158, 186, 0
159, 185, 0
160, 181, 0
161, 191, 0
162, 203, 0
163, 201, 0
164, 216, 0
165, 208, 0
166, 206, 0
167, 206, 0
168, 206, 0
169, 201, 0
170, 196, 0
171, 190, 0
172, 194, 0
173, 201, 0
174, 204, 0
175, 199, 0
176, 186, 0
177, 186, 0
178, 189, 0
179, 190, 0
180, 198, 0
181, 203, 0
182, 204, 0
183, 209, 0
184, 206, 0
185, 200, 0
186, 195, 0
187, 198, 0
188, 199, 0
189, 207, 0
190, 197, 0
191, 194, 0
192, 202, 0
193, 201, 0
194, 197, 0
195, 203, 0
196, 199, 0
197, 206, 0
198, 215, 0
199, 206, 0
200, 204, 0
201, 205, 0
202, 211, 0
203, 211, 0
204, 203, 0
205, 201, 0
206, 194, 0
207, 206, 0
208, 209, 0
209, 209, 0
210, 196, 0
211, 181, 0
212, 183, 0
213, 197, 0
214, 200, 0
215, 198, 0
216, 201, 0
217, 200, 0
218, 195, 0
219, 201, 0
220, 190, 0
221, 194, 0
222, 191, 0
223, 190, 0
224, 202, 0
225, 197, 0
226, 205, 0
227, 202, 0
228, 206, 0
229, 203, 0
230, 199, 0
231, 199, 0
232, 197, 0
233, 200, 0
234, 190, 0
235, 192, 0
236, 199, 0
237, 189, 0
238, 193, 0
239, 199, 0
240, 196, 0
241, 207, 0
242, 204, 0
243, 204, 0
244, 212, 0
245, 210, 0
246, 196, 0
247, 202, 0
248, 191, 0
249, 190, 0
250, 190, 0
251, 188, 0
252, 194, 0
253, 194, 0
254, 188, 0
255, 187, 0
256, 180, 0
257, 183, 0
258, 189, 0
259, 194, 0
260, 200, 0
261, 206, 0
262, 203, 0
263, 197, 0
264, 198, 0
265, 207, 0
266, 208, 0
267, 209, 0
268, 214, 0
269, 206, 0
270, 208, 0
271, 207, 0
272, 208, 0
273, 212, 0
274, 206, 0
275, 201, 0
276, 201, 0
277, 204, 0
278, 201, 0
279, 211, 0
280, 210, 0
281, 196, 0
282, 191, 0
283, 190, 0
284, 187, 0
285, 192, 0
286, 194, 0
287, 192, 0
288, 203, 0
289, 203, 0
290, 203, 0
291, 199, 0
292, 202, 0
293, 204, 0
294, 197, 0
295, 203, 0
296, 205, 0
297, 205, 0
298, 200, 0
299, 211, 0
