# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 48, 0
2, 85, 0
3, 100, 0
4, 109, 0
5, 120, 0
6, 123, 0
7, 143, 0
8, 149, 0
9, 154, 0
10, 168, 0
11, 162, 0
12, 169, 0
13, 190, 0
14, 194, 0
15, 188, 0
16, 200, 0
17, 205, 0
18, 199, 0
19, 214, 0
20, 221, 0
21, 200, 0
22, 196, 0
23, 193, 0
24, 199, 0
25, 197, 0
26, 193, 0
27, 203, 0
28, 208, 0
29, 209, 0
30, 216, 0
31, 214, 0
32, 219, 0
33, 214, 0
34, 206, 0
35, 204, 0
36, 216, 0
37, 223, 0
38, 227, 0
39, 233, 0
40, 223, 0
41, 217, 0
42, 220, 0
43, 218, 0
44, 208, 0
45, 213, 0
46, 217, 0
47, 215, 0
48, 211, 0
49, 212, 0
50, 205, 20
51, 150, 37
52, 114, 47
53, 110, 53
54, 103, 52
55, 90, 49
56, 75, 58
57, 71, 59
58, 69, 62
59, 61, 59
60, 51, 65
61, 43, 58
62, 37, 57
63, 36, 52
64, 29, 53
65, 20, 56
66, 18, 58
67, 19, 52
68, 18, 48
69, 20, 46
70, 23, 44
71, 19, 43
72, 20, 36
73, 21, 34
74, 21, 29
75, 19, 27
76, 23, 23
77, 27, 18
78, 31, 17
79, 37, 15
80, 40, 15
81, 41, 17
82, 49, 15
83, 54, 14
84, 60, 13
85, 71, 13
86, 84, 14
87, 103, 13
88, 107, 13
89, 105, 10
90, 126, 7
91, 126, 9
92, 126, 12
93, 139, 11
94, 150, 15
95, 154, 14
96, 156, 14
97, 152, 18
98, 136, 24
99, 126, 27
100, 106, 31
101, 105, 35
102, 99, 35
103, 100, 39
104, 90, 40
105, 89, 43
106, 85, 45
107, 85, 43
108, 92, 36
109, 90, 42
110, 91, 45
111, 81, 47
112, 84, 55
113, 80, 59
114, 71, 49
115, 80, 52
116, 78, 56
117, 83, 44
118, 76, 45
119, 77, 47
120, 76, 49
121, 76, 57
122, 78, 59
123, 87, 56
124, 74, 52
125, 82, 53
126, 79, 53
127, 80, 55
128, 92, 45
129, 86, 45
130, 89, 42
131, 86, 39
132, 89, 40
133, 97, 42
134, 97, 36
135, 92, 32
136, 93, 35
137, 94, 31
138, 95, 27
139, 101, 32
140, 96, 32
141, 99, 35
142, 92, 35
143, 93, 40
144, 90, 41
145, 104, 44
146, 99, 42
147, 96, 40
148, 99, 35
149, 95, 32
150, 110, 36
151, 100, 36
152, 99, 34
153, 91, 39
154, 89, 39
155, 86, 43
156, 87, 40
157, 89, 40
158, 92, 33
159, 83, 36
160, 93, 37
161, 93, 38
162, 86, 34
163, 90, 40
164, 88, 41
165, 90, 42
166, 86, 43
167, 93, 41
168, 93, 37
169, 103, 41
170, 94, 37
171, 103, 38
172, 114, 34
173, 108, 33
174, 107, 36
175, 104, 34
176, 101, 36
177, 93, 37
178, 94, 33
179, 94, 30
180, 100, 32
181, 101, 32
182, 104, 31
183, 104, 29
184, 111, 30
185, 114, 30
186, 110, 30
187, 106, 28
188, 106, 33
189, 107, 30
190, 106, 33
191, 92, 41
192, 87, 40
193, 92, 47
194, 89, 46
195, 76, 51
196, 83, 56
197, 68, 57
198, 77, 51
199, 77, 47
200, 81, 44
201, 74, 42
202, 78, 42
203, 78, 46
204, 82, 48
205, 96, 49
206, 81, 42
207, 86, 40
208, 89, 35
209, 78, 35
210, 82, 40
211, 85, 37
212, 87, 38
213, 86, 40
214, 84, 39
215, 88, 38
216, 91, 39
217, 87, 41
218, 101, 38
219, 100, 38
220, 93, 35
221, 97, 38
222, 102, 40
223, 100, 40
224, 101, 37
225, 91, 35
226, 91, 39
227, 86, 44
228, 89, 43
229, 91, 44
230, 88, 48
231, 95, 45
232, 89, 47
233, 80, 47
234, 84, 50
235, 79, 53
236, 85, 55
237, 88, 49
238, 88, 50
239, 85, 50
240, 82, 49
241, 87, 54
242, 78, 58
243, 85, 48
244, 88, 50
245, 95, 48
246, 87, 43
247, 78, 47
248, 75, 51
249, 90, 46
250, 86, 46
251, 85, 43
252, 89, 40
253, 85, 39
254, 93, 41
255, 99, 42
256, 89, 36
257, 87, 38
258, 85, 40
259, 88, 42
260, 77, 42
261, 79, 44
262, 86, 41
263, 90, 44
264, 92, 39
265, 98, 41
266, 93, 43
267, 94, 40
268, 95, 34
269, 88, 35
270, 92, 34
271, 87, 39
272, 83, 47
273, 88, 47
274, 82, 44
275, 87, 42
276, 81, 45
277, 73, 48
278, 82, 50
279, 76, 55
280, 79, 60
281, 68, 55
282, 51, 58
283, 60, 58
284, 54, 61
285, 48, 63
286, 48, 62
287, 54, 59
288, 56, 56
289, 59, 51
290, 60, 52
291, 60, 46
292, 60, 44
293, 58, 38
294, 63, 40
295, 55, 33
296, 53, 40
297, 55, 45
298, 59, 42
299, 58, 47
