# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 44, 0
2, 80, 0
3, 92, 0
4, 105, 0
5, 117, 0
6, 124, 0
7, 141, 0
8, 150, 0
9, 163, 0
10, 170, 0
11, 185, 0
12, 188, 0
13, 180, 0
14, 196, 0
15, 197, 0
16, 196, 0
17, 188, 0
18, 198, 0
19, 208, 0
20, 214, 0
21, 215, 0
22, 208, 0
23, 213, 0
24, 218, 0
25, 212, 0
26, 210, 0
27, 213, 0
28, 213, 0
29, 213, 0
30, 210, 0
31, 208, 0
32, 204, 0
33, 208, 0
34, 212, 0
35, 216, 0
36, 212, 0
37, 215, 0
38, 213, 0
39, 215, 0
40, 204, 0
41, 208, 0
42, 219, 0
43, 218, 0
44, 215, 0
45, 218, 0
46, 212, 0
47, 208, 0
48, 202, 0
49, 187, 0
50, 183, 20
51, 134, 34
52, 111, 41
53, 92, 46
54, 85, 52
55, 83, 54
56, 78, 59
57, 67, 63
58, 65, 70
59, 58, 63
60, 53, 55
61, 50, 56
62, 43, 60
63, 39, 59
64, 40, 60
65, 36, 61
66, 34, 61
67, 32, 55
68, 22, 57
69, 22, 52
70, 21, 53
71, 24, 51
72, 14, 53
73, 16, 48
74, 14, 48
75, 16, 38
76, 15, 30
77, 17, 24
78, 19, 17
79, 25, 13
80, 25, 14
81, 31, 10
82, 42, 8
83, 49, 9
84, 59, 7
85, 67, 6
86, 79, 6
87, 82, 8
88, 97, 7
89, 120, 8
90, 124, 11
91, 129, 14
92, 126, 14
93, 127, 15
94, 133, 16
95, 130, 14
96, 138, 15
97, 136, 18
98, 127, 23
99, 127, 21
100, 125, 21
101, 117, 24
102, 127, 27
103, 118, 25
104, 114, 28
105, 110, 31
106, 93, 30
107, 108, 28
108, 97, 36
109, 91, 36
110, 91, 39
111, 82, 40
112, 84, 44
113, 85, 46
114, 94, 41
115, 78, 42
116, 82, 39
117, 79, 41
118, 80, 44
119, 85, 42
120, 86, 46
121, 101, 45
122, 88, 46
123, 94, 53
124, 85, 58
125, 87, 52
126, 85, 47
127, 84, 46
128, 82, 47
129, 86, 44
130, 85, 45
131, 88, 50
132, 84, 44
133, 79, 39
134, 81, 43
135, 92, 39
136, 93, 33
137, 96, 33
138, 95, 30
139, 97, 31
140, 100, 26
141, 99, 28
142, 96, 32
143, 93, 36
144, 97, 38
145, 94, 37
146, 86, 39
147, 81, 44
148, 91, 42
149, 94, 38
150, 93, 32
151, 93, 36
152, 95, 34
153, 92, 41
154, 93, 35
155, 94, 39
156, 102, 37
157, 106, 34
158, 88, 36
159, 95, 41
160, 97, 38
161, 101, 37
162, 109, 34
163, 94, 33
164, 84, 40
165, 74, 48
166, 78, 49
167, 80, 52
168, 83, 48
169, 81, 46
170, 97, 35
171, 92, 43
172, 93, 40
173, 88, 39
174, 94, 38
175, 89, 36
176, 85, 39
177, 88, 43
178, 91, 36
179, 101, 31
180, 109, 27
181, 96, 32
182, 94, 37
183, 91, 42
184, 94, 43
185, 94, 47
186, 80, 40
187, 90, 45
188, 99, 41
189, 94, 39
190, 88, 45
191, 86, 50
192, 78, 51
193, 78, 45
194, 80, 44
195, 77, 41
196, 82, 42
197, 85, 47
198, 93, 45
199, 83, 43
200, 82, 49
201, 80, 49
202, 80, 48
203, 81, 52
204, 76, 57
205, 82, 57
206, 89, 54
207, 88, 51
208, 82, 46
209, 91, 49
210, 88, 49
211, 83, 49
212, 79, 48
213, 73, 48
214, 76, 48
215, 73, 50
216, 74, 45
217, 87, 45
218, 86, 44
219, 93, 43
220, 83, 47
221, 87, 46
222, 93, 49
223, 87, 45
224, 85, 46
225, 78, 37
226, 89, 38
227, 86, 44
228, 79, 46
229, 82, 50
230, 86, 50
231, 81, 48
232, 76, 45
233, 75, 46
234, 83, 42
235, 79, 44
236, 81, 41
237, 74, 45
238, 79, 47
239, 81, 46
240, 82, 46
241, 83, 46
242, 82, 45
243, 83, 47
244, 96, 52
245, 83, 53
246, 83, 44
247, 92, 45
248, 80, 45
249, 77, 45
250, 70, 45
251, 81, 44
252, 83, 47
253, 87, 45
254, 89, 42
255, 95, 35
256, 92, 37
257, 98, 36
258, 102, 38
259, 106, 46
260, 94, 51
261, 81, 44
262, 91, 41
263, 82, 47
264, 76, 48
265, 77, 44
266, 76, 39
267, 72, 41
268, 78, 43
269, 79, 47
270, 79, 43
271, 64, 42
272, 73, 36
273, 82, 34
274, 69, 32
275, 67, 35
276, 69, 39
277, 68, 39
278, 64, 36
279, 61, 35
280, 66, 30
281, 64, 28
282, 74, 30
283, 81, 31
284, 82, 32
285, 91, 36
286, 89, 40
287, 91, 40
288, 95, 36
289, 97, 37
290, 100, 33
291, 91, 32
292, 101, 37
293, 98, 41
294, 92, 40
295, 96, 38
296, 93, 39
297, 91, 41
298, 97, 37
299, 100, 42
