# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 44, 0
2, 80, 0
3, 92, 0
4, 105, 0
5, 117, 0
6, 124, 0
7, 141, 0
8, 150, 0
9, 163, 0
10, 170, 0
11, 185, 0
12, 188, 0
13, 180, 0
14, 196, 0
15, 197, 0
16, 196, 0
17, 188, 0
18, 198, 0
19, 208, 0
20, 214, 0
21, 215, 0
22, 208, 0
23, 213, 0
24, 218, 0
25, 212, 0
26, 210, 0
27, 213, 0
28, 213, 0
29, 213, 0
30, 210, 0
31, 208, 0
32, 204, 0
33, 208, 0
34, 212, 0
35, 216, 0
36, 212, 0
37, 215, 0
38, 213, 0
39, 215, 0
40, 204, 0
41, 208, 0
42, 219, 0
43, 218, 0
44, 215, 0
45, 218, 0
46, 212, 0
47, 208, 0
48, 202, 0
49, 187, 0
50, 183, 0
51, 187, 0
52, 192, 0
53, 192, 0
54, 189, 0
55, 195, 0
56, 197, 0
57, 202, 0
58, 204, 0
59, 199, 0
60, 200, 0
61, 200, 0
62, 206, 0
63, 210, 0
64, 210, 0
65, 199, 0
66, 202, 0
67, 196, 0
68, 196, 0
69, 208, 0
70, 200, 0
71, 190, 0
72, 192, 0
73, 202, 0
74, 193, 0
75, 196, 0
76, 192, 0
77, 198, 0
78, 208, 0
79, 204, 0
80, 203, 0
81, 206, 0
82, 206, 0
83, 211, 0
84, 212, 0
85, 210, 0
86, 211, 0
87, 209, 0
88, 207, 0
89, 196, 0
90, 195, 0
91, 200, 0
92, 212, 0
93, 213, 0
94, 208, 0
95, 207, 0
96, 216, 0
97, 204, 0
98, 205, 0
99, 207, 0
100, 204, 0
101, 200, 0
102, 203, 0
103, 191, 0
104, 186, 0
105, 193, 0
106, 192, 0
107, 194, 0
108, 199, 0
109, 210, 0
110, 206, 0
111, 206, 0
112, 207, 0
113, 205, 0
114, 202, 0
115, 211, 0
116, 206, 0
117, 198, 0
118, 199, 0
119, 205, 0
120, 203, 0
121, 216, 0
122, 206, 0
123, 203, 0
124, 198, 0
125, 196, 0
126, 200, 0
127, 191, 0
128, 189, 0
129, 186, 0
130, 178, 0
131, 181, 0
132, 186, 0
133, 180, 0
134, 182, 0
135, 184, 0
136, 187, 0
137, 188, 0
138, 182, 0
139, 183, 0
140, 183, 0
141, 184, 0
142, 172, 0
143, 169, 0
144, 176, 0
145, 179, 0
146, 187, 0
147, 194, 0
148, 179, 0
149, 179, 0
150, 190, 0
151, 187, 0
152, 188, 0
153, 194, 0
154, 201, 0
155, 206, 0
156, 215, 0
157, 208, 0
158, 212, 0
159, 215, 0
160, 215, 0
161, 211, 0
162, 215, 0
163, 213, 0
164, 199, 0
165, 193, 0
166, 203, 0
167, 209, 0
168, 207, 0
169, 209, 0
170, 201, 0
171, 205, 0
172, 197, 0
173, 199, 0
174, 202, 0
175, 206, 0
176, 209, 0
177, 208, 0
178, 203, 0
179, 215, 0
180, 214, 0
181, 203, 0
182, 198, 0
183, 215, 0
184, 224, 0
185, 225, 0
186, 220, 0
187, 217, 0
188, 227, 0
189, 223, 0
190, 220, 0
191, 205, 0
192, 197, 0
193, 201, 0
194, 194, 0
195, 192, 0
196, 201, 0
197, 213, 0
198, 203, 0
199, 213, 0
200, 212, 0
201, 208, 0
202, 201, 0
203, 194, 0
204, 188, 0
205, 186, 0
206, 181, 0
207, 171, 0
208, 175, 0
209, 182, 0
210, 179, 0
211, 182, 0
212, 193, 0
213, 182, 0
214, 191, 0
215, 192, 0
216, 181, 0
217, 184, 0
218, 183, 0
219, 182, 0
220, 192, 0
221, 194, 0
222, 190, 0
223, 195, 0
224, 197, 0
225, 202, 0
226, 208, 0
227, 205, 0
228, 214, 0
229, 207, 0
230, 209, 0
231, 214, 0
232, 203, 0
233, 204, 0
234, 198, 0
235, 192, 0
236, 197, 0
237, 198, 0
238, 203, 0
239, 206, 0
240, 195, 0
241, 189, 0
242, 191, 0
243, 192, 0
244, 191, 0
245, 206, 0
246, 211, 0
247, 214, 0
248, 215, 0
249, 219, 0
250, 204, 0
251, 200, 0
252, 202, 0
253, 212, 0
254, 210, 0
255, 202, 0
256, 195, 0
257, 198, 0
258, 200, 0
259, 199, 0
260, 207, 0
261, 206, 0
262, 199, 0
263, 208, 0
264, 207, 0
265, 209, 0
266, 211, 0
267, 216, 0
268, 212, 0
269, 215, 0
270, 215, 0
271, 210, 0
272, 203, 0
273, 197, 0
274, 201, 0
275, 205, 0
276, 198, 0
277, 196, 0
278, 193, 0
279, 202, 0
280, 200, 0
281, 195, 0
282, 203, 0
283, 203, 0
284, 210, 0
285, 208, 0
286, 213, 0
287, 210, 0
288, 209, 0
289, 208, 0
290, 209, 0
291, 221, 0
292, 221, 0
293, 217, 0
294, 209, 0
295, 218, 0
296, 206, 0
297, 217, 0
298, 209, 0
299, 206, 0
