# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 47, 0
2, 76, 0
3, 102, 0
4, 105, 0
5, 109, 0
6, 129, 0
7, 141, 0
8, 158, 0
9, 164, 0
10, 171, 0
11, 171, 0
12, 182, 0
13, 194, 0
14, 193, 0
15, 185, 0
16, 186, 0
17, 184, 0
18, 178, 0
19, 181, 0
20, 177, 0
21, 186, 0
22, 196, 0
23, 200, 0
24, 200, 0
25, 199, 0
26, 209, 0
27, 201, 0
28, 198, 0
29, 188, 0
30, 198, 0
31, 206, 0
32, 213, 0
33, 214, 0
34, 209, 0
35, 206, 0
36, 202, 0
37, 203, 0
38, 209, 0
39, 203, 0
40, 203, 0
41, 202, 0
42, 208, 0
43, 207, 0
44, 199, 0
45, 198, 0
46, 198, 0
47, 192, 0
48, 197, 0
49, 201, 0
50, 203, 0
51, 203, 0
52, 196, 0
53, 199, 0
54, 202, 0
55, 199, 0
56, 195, 0
57, 204, 0
58, 196, 0
59, 195, 0
60, 188, 0
61, 187, 0
62, 184, 0
63, 192, 0
64, 192, 0
65, 205, 0
66, 203, 0
67, 196, 0
68, 198, 0
69, 195, 0
70, 205, 0
71, 209, 0
72, 212, 0
73, 216, 0
74, 213, 0
75, 209, 0
76, 205, 0
77, 203, 0
78, 206, 0
79, 203, 0
80, 207, 0
81, 207, 0
82, 200, 0
83, 196, 0
84, 200, 0
85, 185, 0
86, 187, 0
87, 199, 0
88, 203, 0
89, 204, 0
90, 202, 0
91, 198, 0
92, 191, 0
93, 188, 0
94, 195, 0
95, 200, 0
96, 198, 0
97, 204, 0
98, 209, 0
99, 198, 0
100, 201, 0
101, 217, 0
102, 220, 0
103, 207, 0
104, 196, 0
105, 191, 0
106, 186, 0
107, 188, 0
108, 197, 0
109, 198, 0
110, 181, 0
111, 188, 0
112, 191, 0
113, 193, 0
114, 192, 0
115, 194, 0
116, 189, 0
117, 194, 0
118, 195, 0
119, 204, 0
120, 200, 0
121, 201, 0
122, 194, 0
123, 201, 0
124, 189, 0
125, 202, 0
126, 200, 0
127, 196, 0
128, 192, 0
129, 194, 0
130, 192, 0
131, 200, 0
132, 207, 0
133, 212, 0
134, 202, 0
135, 201, 0
136, 199, 0
137, 204, 0
138, 195, 0
139, 189, 0
140, 183, 0
141, 187, 0
142, 194, 0
143, 185, 0
144, 185, 0
145, 195, 0
146, 180, 0
147, 187, 0
148, 198, 0
149, 198, 0
150, 200, 0
151, 206, 0
152, 209, 0
153, 212, 0
154, 213, 0
155, 212, 0
156, 207, 0
157, 199, 0
158, 203, 0
159, 206, 0
160, 210, 0
161, 204, 0
162, 201, 0
163, 207, 0
164, 207, 0
165, 218, 0
166, 226, 0
167, 227, 0
168, 208, 0
169, 211, 0
170, 212, 0
171, 209, 0
172, 217, 0
173, 217, 0
174, 210, 0
175, 212, 0
176, 207, 0
177, 201, 0
178, 196, 0
179, 196, 0
180, 203, 0
181, 209, 0
182, 209, 0
183, 205, 0
184, 203, 0
185, 204, 0
186, 208, 0
187, 199, 0
188, 206, 0
189, 217, 0
190, 219, 0
191, 202, 0
192, 202, 0
193, 210, 0
194, 203, 0
195, 199, 0
196, 189, 0
197, 193, 0
198, 195, 0
199, 205, 0
200, 196, 0
201, 199, 0
202, 196, 0
203, 188, 0
204, 194, 0
205, 192, 0
206, 191, 0
207, 202, 0
208, 202, 0
209, 203, 0
210, 203, 0
211, 204, 0
212, 208, 0
213, 199, 0
214, 200, 0
215, 212, 0
216, 215, 0
217, 218, 0
218, 209, 0
219, 198, 0
220, 208, 0
221, 203, 0
222, 205, 0
223, 199, 0
224, 211, 0
225, 210, 0
226, 206, 0
227, 210, 0
228, 206, 0
229, 197, 0
230, 188, 0
231, 180, 0
232, 181, 0
233, 182, 0
234, 180, 0
235, 190, 0
236, 190, 0
237, 195, 0
238, 195, 0
239, 207, 0
240, 199, 0
241, 197, 0
242, 192, 0
243, 187, 0
244, 186, 0
245, 193, 0
246, 192, 0
247, 201, 0
248, 195, 0
249, 200, 0
250, 203, 0
251, 213, 0
252, 211, 0
253, 196, 0
254, 200, 0
255, 210, 0
256, 213, 0
257, 211, 0
258, 205, 0
259, 205, 0
260, 214, 0
261, 210, 0
262, 215, 0
263, 215, 0
264, 206, 0
265, 210, 0
266, 214, 0
267, 221, 0
268, 215, 0
269, 217, 0
270, 221, 0
271, 223, 0
272, 217, 0
273, 207, 0
274, 212, 0
275, 210, 0
276, 209, 0
277, 204, 0
278, 199, 0
279, 205, 0
280, 204, 0
281, 196, 0
282, 202, 0
283, 195, 0
284, 196, 0
285, 199, 0
286, 205, 0
287, 199, 0
288, 202, 0
289, 200, 0
290, 209, 0
291, 203, 0
292, 200, 0
293, 198, 0
294, 200, 0
295, 203, 0
296, 193, 0
297, 183, 0
298, 180, 0
299, 189, 0
