# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 48, 0
2, 86, 0
3, 104, 0
4, 104, 0
5, 119, 0
6, 137, 0
7, 146, 0
8, 159, 0
9, 164, 0
10, 178, 0
11, 180, 0
12, 186, 0
13, 190, 0
14, 189, 0
15, 191, 0
16, 209, 0
17, 201, 0
18, 212, 0
19, 214, 0
20, 221, 0
21, 214, 0
22, 215, 0
23, 221, 0
24, 223, 0
25, 227, 0
26, 230, 0
27, 228, 0
28, 225, 0
29, 229, 0
30, 220, 0
31, 206, 0
32, 210, 0
33, 211, 0
34, 203, 0
35, 192, 0
36, 191, 0
37, 194, 0
38, 198, 0
39, 192, 0
40, 194, 0
41, 195, 0
42, 193, 0
43, 198, 0
44, 202, 0
45, 219, 0
46, 212, 0
47, 217, 0
48, 215, 0
49, 200, 0
50, 203, 0
51, 197, 0
52, 195, 0
53, 194, 0
54, 190, 0
55, 198, 0
56, 200, 0
57, 202, 0
58, 202, 0
59, 206, 0
60, 205, 0
61, 218, 0
62, 212, 0
63, 202, 0
64, 206, 0
65, 209, 0
66, 202, 0
67, 207, 0
68, 207, 0
69, 206, 0
70, 202, 0
71, 190, 0
72, 194, 0
73, 195, 0
74, 212, 0
75, 218, 0
76, 216, 0
77, 214, 0
78, 211, 0
79, 210, 0
80, 198, 0
81, 199, 0
82, 193, 0
83, 199, 0
84, 196, 0
85, 198, 0
86, 210, 0
87, 205, 0
88, 192, 0
89, 197, 0
90, 201, 0
91, 203, 0
92, 197, 0
93, 195, 0
94, 200, 0
95, 200, 0
96, 202, 0
97, 212, 0
98, 207, 0
99, 210, 0
100, 212, 0
101, 212, 0
102, 203, 0
103, 209, 0
104, 213, 0
105, 210, 0
106, 202, 0
107, 208, 0
108, 208, 0
109, 210, 0
110, 212, 0
111, 210, 0
112, 216, 0
113, 200, 0
114, 203, 0
115, 207, 0
116, 208, 0
117, 213, 0
118, 203, 0
119, 201, 0
120, 203, 0
121, 195, 0
122, 194, 0
123, 189, 0
124, 192, 0
125, 193, 0
126, 206, 0
127, 200, 0
128, 184, 0
129, 191, 0
130, 193, 0
131, 196, 0
132, 187, 0
133, 198, 0
134, 198, 0
135, 195, 0
136, 202, 0
137, 198, 0
138, 205, 0
139, 209, 0
140, 223, 0
141, 215, 0
142, 214, 0
143, 213, 0
144, 208, 0
145, 208, 0
146, 206, 0
147, 194, 0
148, 193, 0
149, 198, 0
150, 203, 0
151, 203, 0
152, 198, 0
153, 187, 0
154, 201, 0
155, 204, 0
156, 200, 0
157, 185, 0
158, 186, 0
159, 201, 0
160, 198, 0
161, 207, 0
162, 202, 0
163, 202, 0
164, 196, 0
165, 202, 0
166, 193, 0
167, 188, 0
168, 203, 0
169, 200, 0
170, 195, 0
171, 201, 0
172, 206, 0
173, 193, 0
174, 205, 0
175, 202, 0
176, 200, 0
177, 189, 0
178, 189, 0
179, 194, 0
180, 191, 0
181, 192, 0
182, 190, 0
183, 187, 0
184, 185, 0
185, 200, 0
186, 202, 0
187, 206, 0
188, 207, 0
189, 205, 0
190, 198, 0
191, 195, 0
192, 193, 0
193, 192, 0
194, 193, 0
195, 190, 0
196, 186, 0
197, 187, 0
198, 187, 0
199, 183, 0
200, 189, 0
201, 187, 0
202, 180, 0
203, 175, 0
204, 184, 0
205, 186, 0
206, 189, 0
