# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 47, 0
2, 81, 0
3, 101, 0
4, 106, 0
5, 115, 0
6, 125, 0
7, 142, 0
8, 154, 0
9, 166, 0
10, 170, 0
11, 181, 0
12, 191, 0
13, 197, 0
14, 202, 0
15, 199, 0
16, 214, 0
17, 224, 0
18, 222, 0
19, 214, 0
20, 209, 0
21, 210, 0
22, 214, 0
23, 226, 0
24, 220, 0
25, 222, 0
26, 212, 0
27, 211, 0
28, 205, 0
29, 200, 0
30, 206, 0
31, 202, 0
32, 206, 0
33, 202, 0
34, 199, 0
35, 207, 0
36, 204, 0
37, 203, 0
38, 183, 0
39, 183, 0
40, 191, 0
41, 183, 0
42, 197, 0
43, 205, 0
44, 203, 0
45, 203, 0
46, 195, 0
47, 194, 0
48, 201, 0
49, 194, 0
50, 200, 0
51, 195, 0
52, 202, 0
53, 198, 0
54, 205, 0
55, 199, 0
56, 200, 0
57, 204, 0
58, 201, 0
59, 205, 0
60, 208, 0
61, 201, 0
62, 203, 0
63, 196, 0
64, 199, 0
65, 210, 0
66, 222, 0
67, 208, 0
68, 205, 0
69, 204, 0
70, 196, 0
71, 204, 0
72, 195, 0
73, 193, 0
74, 187, 0
75, 187, 0
76, 186, 0
77, 188, 0
78, 199, 0
79, 188, 0
80, 190, 0
81, 193, 0
82, 194, 0
83, 201, 0
84, 211, 0
85, 216, 0
86, 219, 0
87, 216, 0
88, 204, 0
89, 200, 0
90, 197, 0
91, 198, 0
92, 191, 0
93, 183, 0
94, 181, 0
95, 184, 0
96, 181, 0
97, 190, 0
98, 196, 0
99, 207, 0
100, 208, 0
101, 209, 0
102, 212, 0
103, 207, 0
104, 205, 0
105, 213, 0
106, 211, 0
107, 210, 0
108, 220, 0
109, 221, 0
110, 218, 0
111, 208, 0
112, 197, 0
113, 190, 0
114, 184, 0
115, 188, 0
116, 192, 0
117, 188, 0
118, 193, 0
119, 188, 0
120, 188, 0
121, 186, 0
122, 194, 0
123, 184, 0
124, 178, 0
125, 183, 0
126, 189, 0
127, 191, 0
128, 196, 0
129, 193, 0
130, 202, 0
131, 199, 0
132, 196, 0
133, 191, 0
134, 192, 0
135, 198, 0
136, 194, 0
137, 199, 0
138, 200, 0
139, 205, 0
140, 208, 0
141, 206, 0
142, 202, 0
143, 207, 0
144, 208, 0
145, 209, 0
146, 205, 0
147, 211, 0
148, 211, 0
149, 207, 0
150, 200, 0
151, 205, 0
152, 200, 0
153, 204, 0
154, 195, 0
155, 197, 0
156, 199, 0
157, 202, 0
158, 195, 0
159, 198, 0
160, 209, 0
161, 208, 0
162, 205, 0
163, 203, 0
164, 202, 0
165, 194, 0
166, 197, 0
167, 210, 0
168, 210, 0
169, 210, 0
170, 205, 0
171, 210, 0
172, 206, 0
173, 206, 0
174, 200, 0
175, 200, 0
176, 210, 0
177, 206, 0
178, 210, 0
179, 209, 0
180, 217, 0
181, 214, 0
182, 213, 0
183, 220, 0
184, 207, 0
185, 205, 0
186, 203, 0
187, 199, 0
