# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 47, 0
2, 81, 0
3, 93, 0
4, 98, 0
5, 100, 0
6, 120, 0
7, 138, 0
8, 146, 0
9, 155, 0
10, 151, 0
11, 161, 0
12, 164, 0
13, 173, 0
14, 181, 0
15, 188, 0
16, 186, 0
17, 193, 0
18, 199, 0
19, 194, 0
20, 197, 0
21, 199, 0
22, 194, 0
23, 183, 0
24, 194, 0
25, 195, 0
26, 189, 0
27, 189, 0
28, 189, 0
29, 201, 0
30, 204, 0
31, 204, 0
32, 205, 0
33, 208, 0
34, 193, 0
35, 201, 0
36, 214, 0
37, 204, 0
38, 210, 0
39, 203, 0
40, 201, 0
41, 184, 0
42, 179, 0
43, 192, 0
44, 196, 0
45, 204, 0
46, 204, 0
47, 206, 0
48, 201, 0
49, 209, 0
50, 213, 20
51, 163, 34
52, 133, 48
53, 110, 51
54, 95, 52
55, 84, 51
56, 73, 52
57, 67, 57
58, 61, 62
59, 54, 64
60, 57, 63
61, 53, 64
62, 48, 64
63, 37, 56
64, 41, 57
65, 39, 55
66, 40, 54
67, 39, 57
68, 35, 56
69, 39, 56
70, 34, 53
71, 36, 45
72, 37, 43
73, 32, 40
74, 41, 41
75, 43, 41
76, 46, 38
77, 48, 30
78, 59, 25
79, 71, 21
80, 84, 14
81, 92, 13
82, 109, 7
83, 124, 5
84, 133, 5
85, 148, 5
86, 139, 7
87, 136, 10
88, 135, 12
89, 143, 13
90, 132, 12
91, 139, 15
92, 128, 19
93, 118, 21
94, 119, 24
95, 120, 24
96, 123, 25
97, 112, 29
98, 103, 34
99, 108, 37
100, 84, 40
101, 91, 39
102, 99, 33
103, 97, 43
104, 89, 38
105, 95, 46
106, 92, 47
107, 92, 46
108, 74, 43
109, 84, 46
110, 91, 51
111, 77, 51
112, 76, 49
113, 67, 53
114, 58, 52
115, 59, 51
116, 52, 54
117, 54, 58
118, 57, 55
119, 55, 49
120, 65, 50
121, 71, 51
122, 79, 47
123, 74, 46
124, 75, 45
125, 74, 37
126, 73, 35
127, 92, 32
128, 87, 37
129, 97, 36
130, 101, 32
131, 104, 35
132, 108, 35
133, 105, 34
134, 95, 36
135, 105, 31
136, 106, 32
137, 88, 36
138, 92, 39
139, 98, 29
140, 99, 30
141, 85, 30
142, 77, 32
143, 84, 31
144, 85, 33
145, 83, 31
146, 75, 33
147, 94, 39
148, 88, 42
149, 95, 40
150, 100, 40
151, 105, 42
152, 90, 44
153, 87, 45
154, 88, 46
155, 89, 49
156, 82, 50
157, 82, 45
158, 78, 46
159, 78, 43
160, 86, 46
161, 79, 50
162, 87, 49
163, 92, 45
164, 95, 40
165, 98, 45
166, 92, 45
167, 83, 45
168, 91, 41
169, 94, 48
170, 99, 53
171, 93, 57
172, 94, 53
173, 83, 45
174, 86, 54
175, 85, 52
176, 85, 54
177, 78, 56
178, 76, 52
179, 79, 47
180, 87, 46
181, 94, 44
182, 93, 39
183, 78, 40
184, 83, 49
185, 92, 41
186, 92, 44
187, 87, 40
188, 92, 43
189, 91, 43
190, 97, 41
191, 83, 43
192, 84, 43
193, 86, 50
194, 85, 52
195, 83, 52
196, 88, 44
197, 85, 46
198, 84, 46
199, 88, 44
200, 83, 40
201, 83, 39
202, 78, 42
203, 86, 45
204, 93, 44
205, 79, 44
206, 85, 46
207, 86, 44
208, 90, 49
209, 87, 50
210, 87, 49
211, 81, 44
212, 84, 43
213, 85, 46
214, 87, 46
215, 82, 41
216, 82, 46
217, 86, 45
218, 89, 44
219, 90, 45
220, 88, 36
221, 83, 40
222, 87, 35
223, 91, 38
224, 88, 44
225, 89, 46
226, 89, 45
227, 94, 45
228, 93, 46
229, 98, 53
230, 95, 48
231, 89, 44
232, 88, 43
233, 93, 47
234, 83, 50
235, 82, 51
236, 66, 51
237, 55, 53
238, 51, 58
239, 52, 62
240, 43, 64
241, 38, 70
242, 36, 72
243, 31, 68
244, 39, 53
245, 40, 47
246, 44, 46
247, 45, 48
248, 47, 48
249, 44, 48
250, 44, 49
251, 46, 44
252, 55, 39
253, 53, 36
254, 53, 30
255, 61, 31
256, 63, 30
257, 66, 30
258, 63, 33
259, 73, 35
260, 81, 30
261, 87, 29
262, 81, 32
263, 93, 30
264, 94, 34
265, 89, 31
266, 89, 32
267, 91, 27
268, 88, 21
269, 100, 22
270, 100, 21
271, 102, 22
272, 109, 25
273, 107, 32
274, 107, 30
275, 107, 33
276, 105, 37
277, 92, 41
278, 111, 44
279, 97, 47
280, 89, 46
281, 84, 49
282, 75, 52
283, 77, 51
284, 79, 54
285, 74, 56
286, 73, 56
287, 76, 53
288, 72, 56
289, 78, 50
290, 70, 54
291, 79, 46
292, 82, 44
293, 77, 39
294, 79, 47
295, 72, 50
296, 81, 42
297, 82, 40
298, 76, 47
299, 82, 47
