# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 45, 0
2, 76, 0
3, 97, 0
4, 111, 0
5, 116, 0
6, 135, 0
7, 151, 0
8, 165, 0
9, 164, 0
10, 175, 0
11, 176, 0
12, 179, 0
13, 186, 0
14, 195, 0
15, 200, 0
16, 205, 0
17, 217, 0
18, 223, 0
19, 218, 0
20, 208, 0
21, 208, 0
22, 209, 0
23, 215, 0
24, 211, 0
25, 212, 0
26, 210, 0
27, 203, 0
28, 205, 0
29, 202, 0
30, 211, 0
31, 199, 0
32, 200, 0
33, 210, 0
34, 207, 0
35, 217, 0
36, 222, 0
37, 216, 0
38, 205, 0
39, 213, 0
40, 216, 0
41, 219, 0
42, 226, 0
43, 216, 0
44, 219, 0
45, 221, 0
46, 212, 0
47, 198, 0
48, 194, 0
49, 197, 0
50, 199, 20
51, 146, 33
52, 112, 45
53, 108, 49
54, 98, 47
55, 88, 49
56, 87, 57
57, 83, 60
58, 83, 65
59, 74, 65
60, 71, 68
61, 72, 66
62, 70, 68
63, 64, 62
64, 59, 59
65, 58, 55
66, 56, 51
67, 55, 55
68, 49, 57
69, 44, 54
70, 45, 52
71, 43, 54
72, 38, 50
73, 38, 49
74, 37, 35
75, 43, 34
76, 44, 35
77, 52, 31
78, 57, 33
79, 71, 27
80, 71, 26
81, 89, 22
82, 109, 23
83, 102, 20
84, 106, 17
85, 123, 19
86, 123, 22
87, 114, 16
88, 112, 21
89, 105, 21
90, 115, 23
91, 103, 25
92, 98, 26
93, 95, 32
94, 96, 30
95, 100, 33
96, 90, 35
97, 98, 34
98, 79, 34
99, 87, 39
100, 82, 41
101, 76, 42
102, 78, 46
103, 74, 50
104, 67, 55
105, 74, 49
106, 73, 45
107, 77, 45
108, 67, 51
109, 81, 48
110, 93, 42
111, 88, 42
112, 83, 47
113, 86, 41
114, 88, 43
115, 80, 43
116, 91, 41
117, 90, 44
118, 78, 47
119, 78, 50
120, 91, 48
121, 86, 48
122, 92, 39
123, 85, 40
124, 82, 39
125, 90, 44
126, 82, 39
127, 92, 36
128, 90, 33
129, 84, 35
130, 80, 37
131, 84, 41
132, 82, 41
133, 80, 42
134, 89, 49
135, 92, 42
136, 75, 37
137, 80, 36
138, 76, 34
139, 81, 34
140, 83, 31
141, 87, 31
142, 95, 32
143, 98, 37
144, 89, 40
145, 82, 43
146, 90, 42
147, 89, 45
148, 88, 44
149, 83, 42
150, 80, 46
151, 85, 46
152, 88, 42
153, 89, 48
154, 86, 48
155, 86, 50
156, 87, 44
157, 92, 43
158, 90, 39
159, 84, 42
160, 79, 48
161, 86, 50
162, 86, 40
163, 81, 40
164, 87, 40
165, 80, 36
166, 89, 42
167, 86, 45
168, 71, 44
169, 73, 49
170, 73, 48
171, 74, 48
172, 74, 54
173, 75, 54
174, 79, 53
175, 80, 50
176, 90, 40
177, 103, 42
178, 94, 38
179, 93, 38
180, 93, 36
181, 102, 41
182, 101, 40
183, 93, 36
184, 86, 33
185, 102, 29
186, 99, 33
187, 87, 36
188, 90, 29
189, 101, 30
190, 99, 31
191, 93, 31
192, 93, 33
193, 86, 39
194, 94, 39
195, 92, 35
196, 101, 31
197, 99, 27
198, 94, 23
199, 101, 27
200, 90, 30
201, 105, 27
202, 99, 27
203, 113, 29
204, 111, 32
205, 110, 30
206, 104, 29
207, 97, 34
208, 93, 39
209, 81, 47
210, 70, 44
211, 86, 42
212, 83, 50
213, 82, 54
214, 73, 56
215, 68, 54
216, 66, 54
217, 64, 51
218, 67, 44
219, 65, 40
220, 62, 39
221, 60, 43
222, 62, 41
223, 71, 37
224, 75, 38
225, 76, 45
226, 82, 41
227, 81, 39
228, 80, 43
229, 92, 45
230, 79, 41
231, 83, 44
232, 86, 42
233, 86, 36
234, 99, 35
235, 97, 32
236, 110, 33
237, 96, 37
238, 99, 35
239, 96, 34
240, 88, 32
241, 95, 31
242, 95, 36
243, 92, 37
244, 89, 37
245, 87, 36
246, 96, 44
247, 89, 44
248, 87, 42
249, 87, 37
