# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 47, 0
2, 82, 0
3, 94, 0
4, 96, 0
5, 115, 0
6, 134, 0
7, 147, 0
8, 157, 0
9, 157, 0
10, 169, 0
11, 179, 0
12, 182, 0
13, 192, 0
14, 194, 0
15, 199, 0
16, 191, 0
17, 199, 0
18, 205, 0
19, 203, 0
20, 203, 0
21, 204, 0
22, 191, 0
23, 196, 0
24, 198, 0
25, 195, 0
26, 198, 0
27, 200, 0
28, 213, 0
29, 199, 0
30, 199, 0
31, 193, 0
32, 174, 0
33, 179, 0
34, 178, 0
35, 190, 0
36, 189, 0
37, 189, 0
38, 180, 0
39, 181, 0
40, 182, 0
41, 185, 0
42, 182, 0
43, 188, 0
44, 182, 0
45, 182, 0
46, 176, 0
47, 182, 0
48, 182, 0
49, 197, 0
50, 190, 20
51, 133, 33
52, 115, 46
53, 100, 45
54, 92, 48
55, 77, 55
56, 68, 64
57, 56, 62
58, 58, 63
59, 57, 55
60, 61, 55
61, 52, 57
62, 47, 58
63, 46, 64
64, 40, 60
65, 40, 65
66, 35, 66
67, 33, 61
68, 33, 53
69, 32, 49
70, 33, 46
71, 32, 43
72, 24, 44
73, 26, 43
74, 28, 45
75, 28, 35
76, 31, 37
77, 31, 30
78, 39, 25
79, 49, 21
80, 56, 20
81, 69, 15
82, 88, 15
83, 99, 16
84, 112, 12
85, 123, 10
86, 137, 11
87, 141, 11
88, 131, 9
89, 141, 10
90, 139, 12
91, 137, 7
92, 145, 12
93, 136, 16
94, 132, 22
95, 123, 27
96, 118, 29
97, 111, 32
98, 125, 30
99, 108, 32
100, 99, 33
101, 96, 33
102, 88, 34
103, 87, 36
104, 84, 39
105, 80, 39
106, 86, 43
107, 91, 49
108, 77, 46
109, 75, 52
110, 71, 55
111, 67, 55
112, 73, 55
113, 70, 58
114, 60, 61
115, 62, 55
116, 56, 60
117, 53, 60
118, 48, 52
119, 43, 55
120, 30, 56
121, 30, 56
122, 27, 53
123, 29, 49
124, 31, 44
125, 29, 38
126, 32, 36
127, 37, 39
128, 40, 31
129, 45, 27
130, 51, 31
131, 55, 26
132, 63, 25
133, 69, 17
134, 76, 18
135, 89, 18
136, 93, 22
137, 97, 23
138, 112, 27
139, 102, 27
140, 107, 28
141, 107, 34
142, 94, 34
143, 94, 26
144, 92, 28
145, 101, 30
146, 100, 35
147, 99, 38
148, 101, 35
149, 101, 44
150, 85, 40
151, 75, 49
152, 82, 51
153, 77, 58
154, 64, 51
155, 70, 48
156, 79, 48
157, 75, 49
158, 74, 60
159, 73, 54
160, 65, 57
161, 72, 56
162, 67, 49
163, 62, 45
164, 56, 51
165, 62, 50
166, 66, 53
167, 67, 59
168, 65, 45
169, 62, 50
170, 61, 44
171, 58, 51
172, 55, 51
173, 49, 50
174, 54, 53
175, 54, 49
176, 49, 44
177, 48, 41
178, 52, 37
179, 53, 37
180, 57, 36
181, 69, 28
182, 76, 31
183, 84, 33
184, 98, 32
185, 93, 34
186, 103, 34
187, 117, 28
