# Year, Herbivore Count, Carnivore Count
0, 50, 0
1, 48, 0
2, 78, 0
3, 87, 0
4, 92, 0
5, 117, 0
6, 131, 0
7, 137, 0
8, 141, 0
9, 157, 0
10, 172, 0
11, 176, 0
12, 179, 0
13, 189, 0
14, 197, 0
15, 197, 0
16, 210, 0
17, 218, 0
18, 217, 0
19, 211, 0
20, 203, 0
21, 212, 0
22, 210, 0
23, 212, 0
24, 215, 0
25, 218, 0
26, 211, 0
27, 209, 0
28, 209, 0
29, 214, 0
30, 211, 0
31, 218, 0
32, 224, 0
33, 219, 0
34, 216, 0
35, 209, 0
36, 215, 0
37, 219, 0
38, 227, 0
39, 213, 0
40, 205, 0
41, 189, 0
42, 187, 0
43, 201, 0
44, 204, 0
45, 203, 0
46, 206, 0
47, 199, 0
48, 205, 0
49, 209, 0
50, 198, 20
51, 155, 28
52, 130, 36
53, 121, 49
54, 93, 55
55, 79, 60
56, 75, 59
57, 82, 63
58, 71, 58
59, 74, 60
60, 61, 65
61, 50, 65
62, 43, 69
63, 39, 70
64, 34, 67
65, 31, 69
66, 29, 71
67, 29, 65
68, 33, 58
69, 35, 50
70, 34, 52
71, 34, 52
72, 35, 47
73, 33, 45
74, 37, 48
75, 40, 41
76, 43, 39
77, 41, 42
78, 49, 36
79, 51, 36
80, 61, 30
81, 76, 23
82, 81, 22
83, 93, 18
84, 113, 17
85, 116, 11
86, 130, 14
87, 135, 16
88, 139, 16
89, 133, 18
90, 135, 21
91, 136, 23
92, 135, 24
93, 121, 25
94, 122, 26
95, 127, 26
96, 121, 28
97, 114, 28
98, 115, 31
99, 104, 29
100, 90, 35
101, 97, 36
102, 89, 38
103, 90, 39
104, 84, 38
105, 82, 40
106, 79, 38
107, 79, 40
108, 78, 43
109, 81, 45
110, 85, 47
111, 84, 47
112, 83, 44
113, 83, 48
114, 78, 53
115, 75, 51
116, 73, 52
117, 72, 52
118, 63, 50
119, 69, 51
120, 68, 52
121, 71, 48
122, 74, 49
123, 80, 48
124, 84, 48
125, 87, 46
126, 98, 45
127, 91, 42
128, 90, 42
129, 100, 38
130, 88, 33
131, 90, 29
132, 97, 34
133, 97, 31
134, 105, 34
135, 91, 42
136, 85, 39
137, 87, 41
138, 93, 42
139, 91, 40
140, 93, 39
141, 95, 39
142, 98, 40
143, 93, 38
144, 90, 35
145, 81, 41
146, 87, 41
147, 86, 40
148, 87, 45
149, 82, 44
150, 85, 37
151, 81, 39
152, 83, 38
153, 85, 40
154, 87, 42
155, 81, 45
156, 82, 41
157, 88, 47
158, 88, 49
159, 90, 50
160, 97, 50
161, 84, 49
162, 89, 47
163, 94, 46
164, 101, 49
165, 98, 51
166, 88, 58
167, 87, 47
168, 93, 42
169, 83, 46
170, 95, 49
171, 91, 48
172, 93, 50
173, 87, 55
174, 84, 51
175, 84, 46
176, 88, 45
177, 81, 41
178, 87, 41
179, 85, 36
180, 82, 37
181, 85, 45
182, 83, 42
183, 89, 40
184, 93, 42
185, 87, 43
186, 83, 48
187, 88, 51
188, 91, 48
189, 86, 46
190, 90, 41
191, 88, 41
192, 88, 48
193, 102, 45
194, 89, 45
195, 80, 40
196, 84, 43
197, 85, 38
198, 76, 45
199, 89, 45
200, 93, 43
201, 88, 36
202, 91, 41
203, 97, 38
204, 93, 41
205, 96, 45
206, 83, 50
